986,10110,2019-12-12,12:11:12,Amazon,sell,190,10,100.0,10.0
986,10110,2019-12-15,12:11:15,Amazon,sell,190,10,100.0,10.0
986,10110,2019-12-17,12:11:14,Dell,sell,190,10,100.0,10.0
986,10110,2019-12-17,12:11:13,LIC,buy,190,10,100.0,10.0
986,799898526,2020-03-26,23:42:31,LIC,Bought,1000.0,2,12.0,12.0
986,261289194,2020-03-26,23:43:55,Amazon,Bought,12.0,2,12.0,12.0
986,956736354,2020-03-26,23:45:52,LIC,Sold,1000.0,1,12.0,12.0
986,1900566666,2020-03-26,23:48:09,SBI,Bought,1000.0,1,12.0,12.0
986,1437867724,2020-03-26,23:49:24,SBI,Sold,1000.0,1,12.0,12.0
986,1722617685,2020-03-26,23:50:57,SBI,Bought,1000.0,2,12.0,12.0
1892879744,1106591405,2020-03-27,19:17:46,LIC,Bought,1080.0,2,0.5,0.7
1892879744,677876636,2020-03-27,19:18:18,LIC,Sold,1080.0,1,0.5,0.7
222223051,1910275460,2020-03-27,20:14:02,LIC,Bought,1080.0,5,0.5,0.7
222223051,1162043031,2020-03-27,20:14:19,LIC,Sold,1080.0,3,0.5,0.7
222223051,1381453856,2020-03-27,20:15:49,LIC,Sold,1080.0,2,0.5,0.7
2065013161,652932841,2020-03-27,20:22:26,LIC,Bought,1080.0,6,0.5,0.7
2065013161,1077418418,2020-03-27,20:23:16,LIC,Sold,1080.0,4,0.5,0.7
2065013161,278272616,2020-03-27,20:23:25,LIC,Sold,1080.0,2,0.5,0.7
1146815642,1067317515,2020-03-27,23:57:46,LIC,Bought,1080.0,6,0.9,0.6
1146815642,1933409544,2020-03-27,23:58:43,LIC,Sold,1080.0,6,0.9,0.6
1146815642,1178724007,2020-03-27,23:59:46,LIC,Bought,1080.0,6,0.9,0.6
1146815642,354935829,2020-03-27,23:59:57,LIC,Sold,1080.0,3,0.9,0.6
1146815642,696301056,2020-03-28,00:00:20,LIC,Sold,1080.0,3,0.9,0.6
